categoria,categoriaF,categoriaS,ciudad,ciudadF,comunidad,comunidadF,contenido,creador,discapacidad,educacion,educacionF,educacionReq,educacionReqF,educacionS,email,empresaSocial,fechaCreacion,fechaCreacionBoost,fechaCreacionPortal,fechaRevision,id,jornada,jornadaF,localizacion,minExperiencia,oReq,oferta,origen,pais,paisF,paisS,provincia,provinciaF,provinciaLimitrofe,provinciaS,salarioMax,salarioMin,score,speState,speStateId,subcategoria,subcategoriaF,subcategoriaS,telefono,tipoContratoN,titulo,trabajosOfertados,url,verMail,verTelefono,web
09,CONSTRUCCIÓN,CONSTRUCCIÓN,01054,Urkabustaiz,16,PAÍS VASCO,"FUNCIONES: ACONDICIONAMIENTO DE LAS ZONAS DEL MUNICIPIO QUE POR RAZONES DE SALUBRIDAD Y SEGURIDAD REQUIEREN DE UNA ACTUACION URGENTE DE MANTENIMIENTO Y PEQUEÑAS OBRAS DE REPARACION DE ELEMENTOS MENORES Y BIENES. ELLO INCLUYE REALIZAR LABORES DE JARDINERÍA Y SIEGA, ASI COMO DE DESBROCE DE JARDINES Y VIALES EN CARRETERAS Y CAMINOS. ADEMAS SE PROCURARÁ LA LIMPIEZA DE SUMIDEROS Y OTROS TRABAJOS DIVERSOS DE MANTE NIMIENTO. REQUISITOS: CUMPLIR LA CONVOCATORIA PARA ACCIONES LOCALES DE PROMOCION DE EMPLEO DE LA CUA DESEMPLEADO",NA,False,7,Diplomado o Ingeniero Técnico,07012,Ingeniero Técnico de Obras Públicas,Diplomado o Ingeniero Técnico,NA,False,2018-11-03T00:23:01Z,2018-11-03T00:00:00Z,2018-11-03T00:00:00Z,2018-11-03T01:05:05Z,1672334567,NA,NA,"42.9772904,-2.9410935",NA,NA,NA,LANBIDE,724,ESPAÑA,ESPAÑA,1,ÁLAVA,['ÁLAVA'],ÁLAVA,NA,NA,1.1726974,Activa,1,09003,ENCARGADOS DE OBRAS/CAPATACES,ENCARGADOS DE OBRAS/CAPATACES,NA,3,PEONES DE OBRAS PUBLICAS,1,http://apps.lanbide.euskadi.net/apps/OF_DETALLE_OFERTA_TRABAJO?LG=C&ML=OFEMEN1&MS=Eaaa&CTRG=1&ORGN=LG&IDRG=162018011578,NA,NA,NA
22,SALUD/DEPORTE,SALUD/DEPORTE,28079,Madrid,13,MADRID,"Se ofrece puesto de comercial para visitar y atender a tiendas de deporte y moda infantil en Cataluña. Se requiere persona dinámica de 25 a 35 años con disponibilidad para viajar que disponga de tablet u ordenador portatil propio y vehiculo propio, de las provincias de Barcelona, Tarragona, Lerida y Gerona o alrededores. Se debe realizar test de acceso en http://www.sevencanada.com/empleo/ - Formación y seguimiento personal con director comercial - Sueldo fijo 1300€ + alta + gastos viaje. Posibilidad de ascenso en empresa con altas opciones de crecimiento. Marcas en exclusiva: Converse, Lyle & Scott y Juicy Couture. Recomendamos este empleo para todas aquellas personas extrovertidas, que les guste conducir, viajar y con altas cualidades para la venta.",NA,False,1,Sin estudios,07029,Maestro (Educación Infantil),Sin estudios,NA,False,2018-02-27T16:59:19Z,2018-02-27T00:00:00Z,2018-11-03T00:00:00Z,2018-11-03T01:05:05Z,1405667545,1,COMPLETA,"40.4167754,-3.7037902",1,NA,NA,INSERTIA,724,ESPAÑA,ESPAÑA,28,MADRID,['MADRID'],MADRID,NA,1300,1.1726974,Activa,1,22005,FISIOTERAPIA/DEPORTE/MANTENIMIENTO FISIC,FISIOTERAPIA/DEPORTE/MANTENIMIENTO FISIC,NA,2,COMERCIAL VENTA TIENDAS DEPORTE,1,https://www.insertia.net/empleo/oferta-de-empleo_comercial-venta-tiendas-deporte-en-madrid_ref_27201323.html,NA,NA,NA
06,COMERCIAL/VENTAS,COMERCIAL/VENTAS,28079,Madrid,13,MADRID,"Consultora nacional dedicada a la oferta e integración de servicios obligatorios para las pymes, selecciona por necesidades de demanda, asesores/as comerciales para la oferta de estos servicios a empresas. Por la oferta de un nuevo servicio de obligado cumplimiento, abrimos proceso de selección. Buscamos Agentes Comerciales Freeland, con perfil claramente comercial con demostrada experiencia en el mundo de la oferta de servicios a empresas. Visitas periódicas a pymes para dar a conocer los servicios que ofrecemos. Gestión comercial específica con asesorías tradicionales (fiscales, contables y laborales) para ofertar nuestra gama de servicios. Buscamos comerciales con clara orientación al cliente, Visitas a administradores de fincas, asesorías, para la firma de convenios de colaboración por lo que se valorara tener una red de contactos ya establecida en este sector o experiencia en captación de partners. Se ofrece: -",NA,False,5,"FP I, Ciclo de Grado Medio",05025,"Otras Titulaciones (FP 1, ciclos grado medio)","FP I, Ciclo de Grado Medio",NA,False,2018-02-27T16:39:29Z,2018-02-27T00:00:00Z,2018-11-03T00:00:00Z,2018-11-03T01:05:05Z,1405656063,1,COMPLETA,"40.4167754,-3.7037902",3,NA,NA,INSERTIA,724,ESPAÑA,ESPAÑA,28,MADRID,['MADRID'],MADRID,NA,32000,1.1726974,Activa,1,06001,AGENTES COMERCIALES/REPRESENTANTES,AGENTES COMERCIALES/REPRESENTANTES,NA,3,Agente Comercial Autonomo,3,https://www.insertia.net/empleo/oferta-de-empleo_agente-comercial-autonomo-en-toda-espana_ref_28467295.html,NA,NA,NA
22,SALUD/DEPORTE,SALUD/DEPORTE,48020,Bilbao,16,PAÍS VASCO,"Se ofrece puesto de comercial para visitar y atender a tiendas de deporte y moda infantil en Cataluña. Se requiere persona dinámica de 25 a 35 años con disponibilidad para viajar que disponga de tablet u ordenador portatil propio y vehiculo propio, de las provincias de Barcelona, Tarragona, Lerida y Gerona o alrededores. Se debe realizar test de acceso en http://www.sevencanada.com/empleo/ - Formación y seguimiento personal con director comercial - Sueldo fijo 1300€ + alta + gastos viaje. Posibilidad de ascenso en empresa con altas opciones de crecimiento. Marcas en exclusiva: Converse, Lyle & Scott y Juicy Couture. Recomendamos este empleo para todas aquellas personas extrovertidas, que les guste conducir, viajar y con altas cualidades para la venta.",NA,False,1,Sin estudios,07029,Maestro (Educación Infantil),Sin estudios,NA,False,2018-02-27T16:58:14Z,2018-02-27T00:00:00Z,2018-11-03T00:00:00Z,2018-11-03T01:05:05Z,1405667508,1,COMPLETA,"43.2630126,-2.9349852",1,NA,NA,INSERTIA,724,ESPAÑA,ESPAÑA,48,VIZCAYA,['VIZCAYA'],VIZCAYA,NA,1300,1.1726974,Activa,1,22005,FISIOTERAPIA/DEPORTE/MANTENIMIENTO FISIC,FISIOTERAPIA/DEPORTE/MANTENIMIENTO FISIC,NA,2,COMERCIAL VENTA TIENDAS DEPORTE,1,https://www.insertia.net/empleo/oferta-de-empleo_comercial-venta-tiendas-deporte-en-vizcaya_ref_26883666.html,NA,NA,NA
01,ADMINISTRACIÓN,ADMINISTRACIÓN,28079,Madrid,13,MADRID,"Buscamos una persona para impartir clases de ALEMÁN en empresa a grupos y one to one. Se trabaja de Lunes y Miercoles, de 10 a 11 y de 14 a 15h. ",NA,False,7,Diplomado o Ingeniero Técnico,NA,NA,Diplomado o Ingeniero Técnico,NA,False,2018-11-03T00:08:37Z,2018-11-03T00:00:00Z,2018-11-03T00:00:00Z,2018-11-03T01:05:05Z,1672323891,NA,NA,"40.4167754,-3.7037902",NA,NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,28,MADRID,['MADRID'],MADRID,NA,NA,1.1726974,Activa,1,NA,NA,NA,NA,NA,Profesor/a de alemán,1,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/profesor-a-de-aleman/154078,NA,NA,NA
19,CUIDADOS/ASISTENCIA EN EL HOGAR,CUIDADOS/ASISTENCIA EN EL HOGAR,08101,L' Hospitalet de Llobregat,9,CATALUÑA,"El Grup Asproseat cerca un/a educador/a per realitzar l'atenció directa de persones amb discapacitat de tipus intel·lectual en una Llar Residència de Barcelona. FUNCIONS: -Vetllar pel compliment dels drets dels usuaris. -Dur a terme els PIR amb coherència amb les línies estratègiques del centre. -Participar en la dinàmica d'intercanvi d'informacions de l'equip per desenvolupar una tascar eficaç. -Detectar i rebre informacions i/o demandes de les famílies canalitzant-les adequadament. -Fer acompanyaments mèdics i d'oci. -Assegurar el bon funcionament de la llar-residència. Pensem amb una persona amb formació de l'àmbit social, coneixements del sector de la discapacitat i coneixements bàsics de cuina e manteniment de la llar. Oferim un contracte temporal (substitució), jornada complerta, horari rotatiu (tarda, nits, caps de setmana i festius) amb incorporació immediata.",NA,False,6,"FP II, Ciclo de Grado Superior",06024,"Otras Titulaciones (FP 2, ciclos grado superior)","FP II, Ciclo de Grado Superior",NA,False,2018-11-03T00:08:36Z,2018-11-03T00:00:00Z,2018-11-03T00:00:00Z,2018-11-03T01:05:05Z,1672323890,NA,NA,"41.3661865,2.1164942",NA,NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,8,BARCELONA,['BARCELONA'],BARCELONA,NA,18001,1.1726974,Activa,1,19005,SERVICIO DOMÉSTICO,SERVICIO DOMÉSTICO,NA,6,Educador/a llar residència substitució,1,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/educador-a-llar-resid-ncia-substitucio/154075,NA,NA,NA
22,SALUD/DEPORTE,SALUD/DEPORTE,25217,Tàrrega,9,CATALUÑA,"Es necessita un/a Òptic/a Optometrista titulat per a treballar en òptica a Tàrrega o Agramunt. Bon ambient de treball, festa tots els festius, dissabtes tarda. S'ofereix jornada complerta partida. Es valorarà experiència.Revisions Rx, adaptacions de lents de contacte, muntatges taller, vendes...",Òptica Solà,False,7,Diplomado o Ingeniero Técnico,NA,NA,Diplomado o Ingeniero Técnico,NA,False,2018-11-03T15:18:34Z,2018-11-03T00:00:00Z,2018-11-03T00:00:00Z,2018-11-03T01:05:05Z,1672633122,1,COMPLETA,"41.6480797,1.1409432",NA,NA,NA,SOC,724,ESPAÑA,ESPAÑA,25,LLEIDA,['LLEIDA'],LLEIDA,NA,NA,1.1726974,Activa,1,22006,FARMACIA/ÓPTICA/AUDICIÓN,FARMACIA/ÓPTICA/AUDICIÓN,NA,2,Òptic optometrista,1,http://feinaactiva.gencat.cat/web/guest/home?p_p_id=jobsLocator_WAR_psocwebjobslocator&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_jobsLocator_WAR_psocwebjobslocator_struts_action=%2Fjobslocator%2FprocessView&saveLastPath=0&jobCode=4362122,NA,NA,NA
22,SALUD/DEPORTE,SALUD/DEPORTE,08157,Pallejà,9,CATALUÑA,"La Fundació Ana Ribot selecciona per el Centre de Dia per a gent gran un infermer/a per substitució de BAIXA MATERNAL (8/10 MESOS). L’objectiu del Centre de Dia “Ana Ribot” es potenciar les diferents capacitats físiques, cognitives, socials, emocionals de la persona gran per mantenir-les actives i estimulades. Dins de la nostra filosofía d’innovació en l’atenció a la gent gran, hem posat en marxa una UNITAT D’ALZHEIMER on treballem amb persones en estat moderat i avançat de la malaltia. Els nostres especialistes duen a terme un sistema d’estimulació constant i diari mitjançant diferents tècniques no farmacològiques. La infermera del centre valora les necessitats bàsiques de cada usuari detectant problemes reals i potencials. Elabora, juntament amb la resta de professionals, un pla d’atenció individualitzat, marcant-ne uns objectius i planificant-ne unes activitats o cures necessàries,",NA,False,7,Diplomado o Ingeniero Técnico,NA,NA,Diplomado o Ingeniero Técnico,NA,False,2018-11-03T00:08:37Z,2018-11-03T00:00:00Z,2018-11-03T00:00:00Z,2018-11-03T01:05:05Z,1672323892,NA,NA,"41.4213871,1.9972813",NA,NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,8,BARCELONA,['BARCELONA'],BARCELONA,NA,NA,1.1726974,Activa,1,22002,ENFERMERÍA,ENFERMERÍA,NA,NA,Infermer/a per a centre de dia de gent gran,1,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/infermer-a-per-a-centre-de-dia-de-gent-gran/154065,NA,NA,NA
11,DERECHO/PSICOLOGÍA/CIENCIAS SOCIALES,DERECHO/PSICOLOGÍA/CIENCIAS SOCIALES,08056,Castelldefels,9,CATALUÑA,Es busca un psicòleg o una psicòloga sistèmica familiar per treballar en un Servei d'Atenció Familiar.,NA,False,8,Licenciado o Ingeniero Superior,NA,NA,Licenciado o Ingeniero Superior,NA,False,2018-11-03T00:08:37Z,2018-11-03T00:00:00Z,2018-11-03T00:00:00Z,2018-11-03T01:05:05Z,1672323895,NA,NA,"41.2800161,1.9766294",NA,NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,8,BARCELONA,['BARCELONA'],BARCELONA,NA,12000,1.1726974,Activa,1,11003,PSICÓLOGOS,PSICÓLOGOS,NA,NA,Psicòleg/a atenció a famílies (saf),1,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/psic-leg-a-atencio-a-families-saf-/154090,NA,NA,NA
13,EDUCACIÓN/SERVICIOS SOCIALES,EDUCACIÓN/SERVICIOS SOCIALES,NA,NA,16,PAÍS VASCO,Buscamos una mediadora cultural china para proyecto de intervención  con mujeres chinas en Pais Vasco y Navarra. Se valorará  formación  en género y disponer de vehículo propio. La intervención se realizará  con el apoyo de equipos de voluntariado. Contrato a tiempo parcial hasta finales de marzo.,NA,False,7,Diplomado o Ingeniero Técnico,07004,Educación Social,Diplomado o Ingeniero Técnico,NA,False,2018-11-03T00:08:37Z,2018-11-03T00:00:00Z,2018-11-03T00:00:00Z,2018-11-03T01:05:05Z,1672323894,NA,NA,"42.9099989,-2.6983868",NA,NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,1,ÁLAVA,['ÁLAVA'],ÁLAVA,NA,12000,1.1726974,Activa,1,13008,FORMACIÓN PROFESIONAL,FORMACIÓN PROFESIONAL,NA,3,Mediadora cultural,1,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/mediadora-cultural/154096,NA,NA,NA
17,INFORMÁTICA/TELECOMUNICACIONES,INFORMÁTICA/TELECOMUNICACIONES,50297,Zaragoza,2,ARAGÓN,"Organización y gestión de actividades y eventos para socios y consumidores. Atención a socios y dinamización de grupos. Formación, información y defensa de consumidor.  ",NA,False,8,Licenciado o Ingeniero Superior,NA,NA,Licenciado o Ingeniero Superior,NA,False,2018-11-03T00:08:37Z,2018-11-03T00:00:00Z,2018-11-03T00:00:00Z,2018-11-03T01:05:05Z,1672323896,NA,NA,"41.6488226,-0.8890853",NA,NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,50,ZARAGOZA,['ZARAGOZA'],ZARAGOZA,NA,12000,1.1726974,Activa,1,17004,GESTIÓN DE PROYECTOS,GESTIÓN DE PROYECTOS,NA,NA,Técnico proyectos de consumo,1,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/tecnico-proyectos-de-consumo/154095,NA,NA,NA
13,EDUCACIÓN/SERVICIOS SOCIALES,EDUCACIÓN/SERVICIOS SOCIALES,25120,Lleida,9,CATALUÑA,Centre d'idiomes busca professors per a fer classes a Lleida i voltants. Important tenir un nivell d'italià de mínim B2 i experiència fent classe a adults.Centre d'idiomes busca professors per a fer classes extraescolars a Mollerussa i voltants. Improtant tenir un nivell d'anglès de mínim B2 i experiència fent classe a nens i nenes a partir de 3 anys. Important tenir cotxe pròpi per desplaçaments.,LM IDIOMES S.C.P,False,NA,NA,NA,NA,NA,NA,False,2018-11-03T15:18:33Z,2018-11-03T00:00:00Z,2018-11-03T00:00:00Z,2018-11-03T01:05:05Z,1672633121,2,PARCIAL,"41.6175899,0.6200146",NA,NA,NA,SOC,724,ESPAÑA,ESPAÑA,25,LLEIDA,['LLEIDA'],LLEIDA,NA,NA,1.1726974,Activa,1,NA,NA,NA,NA,3,Professor/a d'italià Lleida (o voltants),1,http://feinaactiva.gencat.cat/web/guest/home?p_p_id=jobsLocator_WAR_psocwebjobslocator&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_jobsLocator_WAR_psocwebjobslocator_struts_action=%2Fjobslocator%2FprocessView&saveLastPath=0&jobCode=4362123,NA,NA,NA
10,DEPENDIENTES/INFORMACIÓN,DEPENDIENTES/INFORMACIÓN,28079,Madrid,13,MADRID,"Buscamos una persona titulada en Psicología con la habilitación sanitaria para atención psicológica en el centro de día para mujeres víctimas de violencia de género y/o en riesgo de exclusión social. Media jornada. *Valoración y diagnóstico de la situación que presenta la mujer atendida decidiendo y consensuando el proceso de intervención más adecuado para el afrontamiento y resolución de los conflictos y daños emocionales a tratas. *Intervención individual y grupal en función de las necesidades del caso. *Asistencia a las reuniones de equipo del centro con el fin de facilitar la información sobre el trabajo llevado a cabo con la mujer en este ámbito, recabando, es su caso, los datos de otras áreas y coordinando procedimientos en esta materia. * Coordinación con las profesionales de otros recursos de atención a los que se deba remitir",NA,False,8,Licenciado o Ingeniero Superior,NA,NA,Licenciado o Ingeniero Superior,NA,False,2018-11-03T00:08:40Z,2018-11-03T00:00:00Z,2018-11-03T00:00:00Z,2018-11-03T01:05:05Z,1672323910,NA,NA,"40.4167754,-3.7037902",NA,NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,28,MADRID,['MADRID'],MADRID,NA,NA,1.1726974,Activa,1,10003,INFORMACIÓN/AZAFATAS/PROMOCIÓN COMERCIAL,INFORMACIÓN/AZAFATAS/PROMOCIÓN COMERCIAL,NA,NA,Titulada/o en psicología en centro de día para mujeres víctimas de violencia de género y/o en riesgo,1,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/titulada-o-en-psicologia-en-centro-de-dia-para-mujeres-victimas-de-violencia-de-genero-y-o-en-riesgo/154063,NA,NA,NA
17,INFORMÁTICA/TELECOMUNICACIONES,INFORMÁTICA/TELECOMUNICACIONES,33033,Lena,3,PRINCIPADO DE ASTURIAS,"OBJETIVO GENERAL Colaborar en el desarrollo de la estrategia del área de Acción Social en España de ACF dirigida al Fomento y Apoyo al empleo inclusivo de personas en situación o riesgo de exclusión y, de manera concreta, desarrollando el Proyecto “Vives Emplea: Metodología de Equipos de Inclusión” Desarrollar el proyecto “Vives Emplea”, según la formulación prevista y conseguir los objetivos establecidos. · Desarrollar las actividades del proyecto según la planificación y en coordinación directa con los servicios sociales de los ayuntamientos. · Gestionar los proveedores y voluntarios necesarios para el desarrollo de las acciones de formación.   Realizar los sistemas de gestión, reporte y justificación necesarios para el desarrollo del proyecto. · Participar activamente en el seguimiento y mejora continua del proyecto recogiendo y aplicando",NA,False,8,Licenciado o Ingeniero Superior,NA,NA,Licenciado o Ingeniero Superior,NA,False,2018-11-03T00:08:40Z,2018-11-03T00:00:00Z,2018-11-03T00:00:00Z,2018-11-03T01:05:05Z,1672323907,NA,NA,"43.1591428,-5.8292909",NA,NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,33,ASTURIAS,['ASTURIAS'],ASTURIAS,NA,18001,1.1726974,Activa,1,NA,NA,NA,NA,NA,Asturias - técnico/a de inclusión sociolaboral en pola de lena,1,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/asturias-tecnico-a-de-inclusion-sociolaboral-en-pola-de-lena/154064,NA,NA,NA
18,INGENIERÍA/CALIDAD/CIENCIAS,INGENIERÍA/CALIDAD/CIENCIAS,04013,Almería,1,ANDALUCÍA,Educador/a sexual para impartir curso de formación y talleres en centros de secundaria en Prevención del VIH. Diseño de campaña de sensibilización.,NA,False,8,Licenciado o Ingeniero Superior,NA,NA,Licenciado o Ingeniero Superior,NA,False,2018-11-03T00:08:40Z,2018-11-03T00:00:00Z,2018-11-03T00:00:00Z,2018-11-03T01:05:05Z,1672323908,NA,NA,"36.834047,-2.4637136",NA,NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,4,ALMERÍA,['ALMERÍA'],ALMERÍA,NA,NA,1.1726974,Activa,1,18005,PREVENCIÓN RIESGOS LABORALES,PREVENCIÓN RIESGOS LABORALES,NA,NA,Especialista en educación sexual/prevención del vih,1,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/especialista-en-educacion-sexual-prevencion-del-vih/154061,NA,NA,NA
01,ADMINISTRACIÓN,ADMINISTRACIÓN,28079,Madrid,13,MADRID,Se ofrece puesto de recepcionista con inglés en importante compañía. El horario es parcial y de tarde. Abstenerse quien no tenga el certificado de discapacidad >33% y posea un nivel de inglés alto.,NA,False,4,Bachillerato,NA,NA,Bachillerato,NA,False,2018-11-03T00:08:37Z,2018-11-03T00:00:00Z,2018-11-03T00:00:00Z,2018-11-03T01:05:05Z,1672323901,NA,NA,"40.4167754,-3.7037902",NA,NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,28,MADRID,['MADRID'],MADRID,NA,NA,1.1726974,Activa,1,01004,RECEPCIONISTAS,RECEPCIONISTAS,NA,3,Recepcionista con inglés (c1) y certificado de discapacidad,1,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/recepcionista-con-ingles-c1-y-certificado-de-discapacidad/154091,NA,NA,NA
11,DERECHO/PSICOLOGÍA/CIENCIAS SOCIALES,DERECHO/PSICOLOGÍA/CIENCIAS SOCIALES,28115,Pozuelo de Alarcón,13,MADRID,Buscamos profesionales para desarrollar refuerzo de matemáticas en un IES en Pozuelo de Alarcon. Trabajo lunes y miercoles de 14:30 a 16:00h. ,NA,False,7,Diplomado o Ingeniero Técnico,NA,NA,Diplomado o Ingeniero Técnico,NA,False,2018-11-03T00:08:37Z,2018-11-03T00:00:00Z,2018-11-03T00:00:00Z,2018-11-03T01:05:05Z,1672323898,NA,NA,"40.4475272,-3.8074152",NA,NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,28,MADRID,['MADRID'],MADRID,NA,NA,1.1726974,Activa,1,11005,OTROS PROFESIONALES,OTROS PROFESIONALES,NA,NA,Refuerzo de matemáticas. 3h semana,1,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/refuerzo-de-matematicas-3h-semana/154076,NA,NA,NA
13,EDUCACIÓN/SERVICIOS SOCIALES,EDUCACIÓN/SERVICIOS SOCIALES,28079,Madrid,13,MADRID,Buscamos profesionales para desarrollar actividades de inglés lúdico con menores de primaria (10-12 años) en horario extraescolar de tardes. Martes y Jueves de 16:20 a 17:40h.,NA,False,7,Diplomado o Ingeniero Técnico,07031,Maestro (Educación Primaria),Diplomado o Ingeniero Técnico,NA,False,2018-11-03T00:08:37Z,2018-11-03T00:00:00Z,2018-11-03T00:00:00Z,2018-11-03T01:05:05Z,1672323904,NA,NA,"40.4167754,-3.7037902",NA,NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,28,MADRID,['MADRID'],MADRID,NA,NA,1.1726974,Activa,1,13007,ENSEÑANZA PRIMARIA Y SECUNDARIA,ENSEÑANZA PRIMARIA Y SECUNDARIA,NA,NA,"Monitor/a de ingles primaria zona alameda de osuna 2,5 horas a la semana",5,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/monitor-a-de-ingles-primaria-zona-alameda-de-osuna-2-5-horas-a-la-semana-/154094,NA,NA,NA
13,EDUCACIÓN/SERVICIOS SOCIALES,EDUCACIÓN/SERVICIOS SOCIALES,NA,NA,NA,NA,Buscamos una mediadora cultural china para proyecto de intervención  con mujeres chinas en Pais Vasco y Navarra. Se valorará  formación  en género y disponer de vehículo propio. La intervención se realizará  con el apoyo de equipos de voluntariado. Contrato a tiempo parcial hasta finales de marzo.,NA,False,7,Diplomado o Ingeniero Técnico,07004,Educación Social,Diplomado o Ingeniero Técnico,NA,False,2018-11-03T00:08:37Z,2018-11-03T00:00:00Z,2018-11-03T00:00:00Z,2018-11-03T01:05:05Z,1672323905,NA,NA,"40.46366700000001,-3.74922",NA,NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,NA,NA,NA,NA,NA,12000,1.1726974,Activa,1,13008,FORMACIÓN PROFESIONAL,FORMACIÓN PROFESIONAL,NA,3,Mediadora cultural,1,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/mediadora-cultural/154097,NA,NA,NA
01,ADMINISTRACIÓN,ADMINISTRACIÓN,28079,Madrid,13,MADRID,Desde Asociación Centro Trama buscamos mediadores/as interculturales para trabajo con menores  ,NA,False,7,Diplomado o Ingeniero Técnico,NA,NA,Diplomado o Ingeniero Técnico,NA,False,2018-11-03T00:08:37Z,2018-11-03T00:00:00Z,2018-11-03T00:00:00Z,2018-11-03T01:05:05Z,1672323906,NA,NA,"40.4167754,-3.7037902",NA,NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,28,MADRID,['MADRID'],MADRID,NA,12000,1.1726974,Activa,1,NA,NA,NA,NA,NA,Mediador/a intercultural,1,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/mediador-a-intercultural/154086,NA,NA,NA
19,CUIDADOS/ASISTENCIA EN EL HOGAR,CUIDADOS/ASISTENCIA EN EL HOGAR,NA,NA,5,ISLAS CANARIAS,"Trabaja con nosotros media jornada con un sueldo fijo de entre 800euros y 2000euros brutos al mes más incentivos y contratación directa por EACNUR, como promotor/captador de socios, dentro del programa Face to Face. Si quieres empezar a trabajar en una ONG, en EACNUR buscamos gente extrovertida, dinámica y con afán de superación, comprometida con los valores de ACNUR e interesada en la ayuda humanitaria y la labor social, para trabajar como promotor/captador, ayudándonos en la tarea de sensibilización y captación de fondos que llevamos a cabo en calles transitadas, centros comerciales, estaciones… etc. La tarea del promotor/captador de socios consiste en informar a la gente sobre el trabajo en terreno de ACNUR y animarles a colaborar con nosotros, ya que esto es imprescindible para poder financiar nuestros proyectos. No es necesario tener experiencia previa como promotor/captador de socios para ONG. Ofrecemos: Sueldo base de entre",NA,False,4,Bachillerato,NA,NA,Bachillerato,NA,False,2018-11-03T00:08:37Z,2018-11-03T00:00:00Z,2018-11-03T00:00:00Z,2018-11-03T01:05:05Z,1672323902,NA,NA,"28.4636296,-16.2518467",NA,NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,38,SANTA CRUZ DE TENERIFE,['SANTA CRUZ DE TENERIFE'],SANTA CRUZ DE TENERIFE,NA,12000,1.1726974,Activa,1,19002,AYUDA DOMICILIARIA,AYUDA DOMICILIARIA,NA,2,Promotor para ong en tenerife 4´5h diarias.,15,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/promotor-para-ong-en-tenerife-4-5h-diarias-/154069,NA,NA,NA
13,EDUCACIÓN/SERVICIOS SOCIALES,EDUCACIÓN/SERVICIOS SOCIALES,28079,Madrid,13,MADRID,"Asociación Centro Trama, busca un/una educador/a con experiencia en violencia de género, para trabajar en un servicio específico para víctimas de violencia de género y sus hijos/as.",NA,False,7,Diplomado o Ingeniero Técnico,NA,NA,Diplomado o Ingeniero Técnico,NA,False,2018-11-03T00:08:37Z,2018-11-03T00:00:00Z,2018-11-03T00:00:00Z,2018-11-03T01:05:05Z,1672323903,NA,NA,"40.4167754,-3.7037902",NA,NA,NA,HACESFALTA,724,ESPAÑA,ESPAÑA,28,MADRID,['MADRID'],MADRID,NA,12000,1.1726974,Activa,1,13002,ASISTENCIA E INTEGRACIÓN SOCIAL,ASISTENCIA E INTEGRACIÓN SOCIAL,NA,3,Educador/a social (violencia de género),1,http://www.hacesfalta.org/oportunidades/remuneradas/detalle/educador-a-social-violencia-de-genero-/154089,NA,NA,NA
